Case #1: 38
3 18 123776
3 19 5485
3 20 107152
3 22 86910
3 23 170735
3 24 121841
3 25 102809
3 26 36473
3 27 176502
3 28 89978
3 29 83079
4 6 119640
4 7 137245
4 8 44897
4 9 156358
4 10 89608
4 11 23945
4 12 79488
4 13 134196
4 14 89072
4 15 99132
4 16 111078
4 17 74136
4 18 96627
4 19 73623
4 20 103227
4 22 7802
4 23 114833
4 24 54923
4 25 73955
4 26 78742
4 27 244640
4 29 3971
5 7 250523
5 8 158175
5 9 207293
5 10 142121
5 11 89333
5 12 191199
5 15 163332
5 16 224356
5 17 39142
5 18 162015
5 20 188804
5 21 142236
5 22 121080
5 24 140500
5 25 159532
5 26 126226
5 27 266255
5 28 124148
5 29 109307
6 7 256885
6 8 164537
6 9 239878
6 10 79506
6 11 143585
6 12 191452
6 13 230351
6 15 96430
6 16 124911
6 17 182485
6 18 192782
6 19 95491
6 20 186747
6 22 127442
6 25 157475
6 26 126479
6 27 266508
6 28 130510
6 29 123611
7 8 182142
7 10 226853
7 11 161190
7 13 271441
7 14 210508
7 16 248323
7 18 233872
7 19 210868
7 20 240472
7 21 210979
7 22 145047
7 23 252078
7 24 192168
7 25 211200
7 26 194969
7 27 366076
7 28 148115
7 29 141216
8 9 148129
8 10 134505
8 11 68842
8 12 34591
8 13 179093
8 14 115103
8 15 144029
8 17 119033
8 18 141524
8 19 118520
8 21 83554
8 22 52699
8 23 159730
8 24 99820
8 26 99564
8 27 270671
8 28 55767
8 29 48868
9 10 170783
9 11 180303
9 13 274818
9 14 139349
9 15 145644
9 16 179384
9 17 205495
9 20 53131
9 21 132729
9 22 148556
9 23 161345
9 24 101435
9 25 82403
9 26 148739
9 27 248854
10 11 113553
10 12 111946
10 13 150845
10 14 31434
10 15 175103
10 16 200686
10 17 102979
10 18 113276
10 19 15985
10 20 117652
10 21 62983
10 22 97410
10 23 160235
10 24 132341
10 26 46973
10 27 187002
10 28 100478
10 29 93579
11 12 103433
11 13 110251
11 14 113017
11 15 123077
11 16 135023
11 18 72682
11 19 97568
11 20 127172
11 21 118697
11 22 31747
11 23 117599
11 24 78868
11 25 97900
11 26 102687
11 27 268585
11 28 34815
11 29 19974
12 13 213684
12 14 80512
12 16 97643
12 17 152057
12 18 176115
12 19 95961
12 20 128561
12 21 48963
12 22 87290
12 23 176375
12 24 118321
12 25 99289
12 26 64973
12 27 236080
12 28 90358
12 29 83459
13 14 177216
13 15 233328
13 16 224840
13 18 37569
13 19 166830
13 20 221687
13 21 177687
13 22 141998
13 23 227850
13 24 189119
13 25 192415
13 26 161677
13 27 332784
13 28 145066
13 29 130225
14 15 145116
14 16 178155
14 17 71545
14 18 144710
14 19 15449
14 20 86218
14 21 31549
14 22 86479
14 23 160817
14 24 100907
14 25 81875
14 26 15539
14 27 155568
14 28 83411
14 29 93043
15 16 63031
15 17 173268
15 18 195759
15 19 160565
15 20 92513
15 21 113567
15 22 91330
15 23 15701
15 24 44209
15 26 129577
15 27 288236
15 28 94398
15 29 103103
16 17 185214
16 19 184701
16 20 126253
16 21 146606
16 22 103276
16 23 78732
16 24 107240
16 25 126272
16 26 162616
16 27 321976
16 28 106344
16 29 115049
17 18 122873
17 19 86994
17 20 157763
17 22 81938
17 23 167790
17 24 129059
17 26 87084
17 27 227113
17 28 85006
17 29 70165
18 19 129261
18 20 184118
18 22 104429
18 23 190281
18 24 151550
18 26 160249
18 27 300278
19 22 81425
19 23 176220
19 24 116356
19 25 97324
19 26 30988
19 27 171017
19 28 84493
20 21 79598
20 23 108214
20 24 48304
20 25 29272
20 26 95608
20 27 195723
20 28 98493
20 29 107198
21 22 86950
21 23 129268
21 24 69358
21 25 50326
21 26 16010
21 27 187117
21 28 83882
21 29 98723
22 23 107031
22 24 47121
22 25 66153
22 26 70940
22 27 242047
22 28 3068
22 29 11773
23 25 78942
23 26 145278
23 27 303937
23 29 118804
24 26 85368
24 27 244027
24 28 50189
24 29 58894
25 26 66336
25 27 224995
25 29 77926
26 27 171107
26 28 67872
26 29 82713
27 28 238979
27 29 248611
28 29 14841
Case #309: 50
1 29 641710
1 40 739738
2 32 710808
3 41 807936
5 28 953042
5 37 761520
5 42 888093
6 10 584360
6 14 704001
6 21 821495
6 29 921536
7 16 786129
7 47 728912
8 29 429373
9 40 687620
10 15 993266
10 24 943594
10 36 677473
11 25 442353
11 39 748927
12 29 670469
12 34 991885
13 15 880204
13 16 338909
13 31 956106
14 20 667316
15 21 233247
15 28 550079
15 37 741601
16 36 883084
17 19 556046
17 37 358874
18 24 841339
18 31 677305
19 24 799775
21 37 974848
22 39 911628
22 46 775988
23 29 12942
24 29 808226
25 41 764245
27 28 740092
28 45 735730
29 50 438537
32 44 276330
32 46 372895
36 40 918101
42 49 783397
46 48 862808
46 49 215902
Case #310: 130
1 7 475938
1 8 309683
1 11 336021
1 27 257986
2 4 268526
2 5 445408
2 7 472370
2 8 274862
2 9 420275
2 16 206172
2 19 364189
2 21 343196
2 24 420857
2 29 487005
2 36 245276
3 9 264176
3 10 72264
3 12 351176
3 14 295686
3 15 286958
3 21 281702
3 27 224663
3 32 169519
3 36 178514
4 6 175960
4 9 199546
4 10 274279
4 24 259859
4 27 208655
4 32 153511
4 33 122428
4 35 268028
5 13 379807
5 16 320020
5 19 419616
5 20 433982
5 28 414430
5 37 289496
6 10 250594
6 16 99968
7 10 375462
7 18 383942
7 19 353553
7 23 436635
7 35 435363
7 36 472046
8 23 268042
8 26 175384
8 33 388384
9 11 272490
9 16 280419
9 18 94865
9 19 125254
9 33 216734
10 21 289145
10 34 147341
11 13 70501
11 14 371246
11 17 246713
11 18 230022
11 25 255672
11 30 382248
11 33 262525
12 15 299096
12 16 272814
12 18 400442
12 26 365951
12 31 416664
12 32 181657
12 37 242290
13 15 238814
13 22 179231
13 26 76962
13 28 389684
13 35 172435
14 18 408441
14 20 412048
14 30 416868
14 33 297647
14 34 220609
14 36 195380
15 16 208596
15 20 292989
15 27 172583
16 19 221776
16 21 203340
16 23 33158
16 34 64333
17 19 191103
17 24 315892
17 33 66395
17 37 158111
18 22 271260
18 24 155178
18 27 273929
18 28 230163
18 33 223770
18 35 331956
19 26 206094
19 28 260552
19 34 266396
19 35 301567
19 36 182672
20 26 131137
21 26 272880
21 30 165312
21 33 259232
22 33 125866
22 34 41967
23 34 36443
23 36 72262
23 37 2634
25 34 157583
25 36 54146
26 29 249038
26 31 80263
26 33 246637
26 34 89852
27 31 290151
28 33 247910
28 34 334856
28 36 370675
29 35 344511
29 37 343149
30 33 308649
30 35 386134
32 33 163873
33 36 192604
34 35 35171
34 36 103437
Case #311: 280
1 3 174885
1 9 254388
1 10 235281
1 12 48364
1 15 206417
1 22 142786
1 24 208464
1 41 212218
2 7 229679
2 9 248113
2 10 228393
2 18 204380
2 22 203583
2 25 251445
2 27 353564
2 31 164626
2 34 213111
2 39 296213
2 40 222136
3 8 126583
3 9 96190
3 12 126521
3 18 108118
3 24 286621
3 25 151476
3 30 205818
3 32 226764
3 40 122167
4 10 92264
4 18 189872
4 22 189075
4 31 150118
4 34 189456
4 44 153655
5 7 154080
5 8 178215
5 9 148417
5 10 184165
5 14 307749
5 16 200635
5 22 185104
5 24 314145
5 27 75626
5 36 167882
5 37 198701
5 39 196517
5 42 117223
5 43 159315
6 7 79877
6 14 151212
6 17 46430
6 19 274035
6 22 167425
6 24 236300
6 25 94412
6 29 48573
6 38 74965
6 39 87226
6 42 43020
6 43 187436
6 45 111531
7 12 181466
7 13 138117
7 19 270373
7 20 189397
7 26 205558
7 28 110633
7 31 215285
7 33 133833
7 44 103500
7 46 208170
8 13 151146
8 14 220731
8 17 68703
8 25 116685
8 29 55439
8 34 220555
8 36 80864
8 39 109499
8 45 133804
8 46 209212
9 10 127420
9 14 190338
9 16 83224
9 19 265915
9 21 94091
9 23 196281
9 28 129551
9 41 125135
9 44 15503
9 45 72405
10 12 186917
10 13 164974
10 18 195850
10 22 195053
10 24 259364
10 28 252784
10 31 242382
10 36 146885
10 39 175520
10 44 111917
11 13 121788
11 14 416377
11 21 173488
11 24 95289
11 26 203303
11 29 217495
11 33 245659
11 35 297757
11 37 231861
11 41 225409
11 44 241542
11 46 220963
12 14 338841
12 15 158053
12 24 160100
12 31 55465
12 33 207891
12 40 248688
12 41 260582
12 42 144609
12 45 230628
13 17 190710
13 18 138568
13 21 172459
13 23 12875
13 27 287752
13 31 98814
13 36 202871
13 43 163560
13 44 167903
13 46 99175
14 15 362225
14 29 199785
14 33 205168
14 36 209803
14 40 216315
14 44 174835
15 22 252475
15 26 268580
15 27 289312
15 33 191507
15 38 212516
15 40 203604
16 27 268339
16 31 219464
16 32 213798
16 35 240610
16 36 102689
16 44 67721
17 19 227605
17 22 120995
17 23 203585
17 25 93596
17 28 167861
17 32 157720
17 33 7526
17 38 28535
17 42 89450
18 25 215388
18 29 183487
18 32 246809
18 45 225333
18 46 237743
19 22 218520
19 24 284198
19 28 346650
19 32 298002
19 40 291892
19 45 338320
20 21 164485
20 23 239744
20 25 125680
20 34 235290
20 35 258786
20 43 89059
20 45 142799
21 25 149377
21 26 239900
21 31 230331
21 35 124269
21 36 113556
21 40 120068
22 23 124896
22 32 247606
22 33 113469
22 34 239744
22 35 316691
22 40 185282
23 25 251567
23 29 108582
23 31 85939
23 32 204378
23 42 114135
23 46 112050
24 25 200506
24 26 233363
24 28 85515
24 30 217440
24 31 215565
24 39 245274
24 40 171197
24 41 267456
24 45 142661
25 32 201172
25 34 220182
25 37 218910
25 39 103386
25 40 29309
25 42 137432
25 45 127691
25 46 234105
26 27 239594
26 28 147848
26 30 240196
26 31 158835
26 33 143911
26 34 255849
26 37 213860
26 38 143441
26 41 289241
27 29 198402
27 31 316201
27 32 247999
27 33 178207
27 38 199216
27 42 192849
27 44 200618
28 37 66012
28 38 196396
28 44 145054
28 45 57146
29 41 128673
29 42 5553
29 43 158495
30 33 155464
30 36 90163
30 37 264069
30 38 176473
30 39 118798
30 41 195833
30 45 182033
31 32 229369
31 36 186711
31 38 203085
31 39 215346
31 43 154182
31 44 151743
31 46 197989
32 38 171203
32 41 232091
32 43 222614
32 44 146077
33 35 203222
33 37 178454
33 40 71813
33 44 30333
33 46 132983
34 39 174066
34 45 237301
35 38 224231
35 42 195468
35 43 336702
36 37 183089
36 45 91870
37 38 199463
37 40 189601
37 41 130884
37 42 81478
37 43 209207
38 43 138788
39 44 63603
40 44 41480
40 46 204796
41 43 284588
41 44 130509
42 44 66643
43 45 200341
43 46 262448
44 46 163316
Case #312: 208
1 2 106285
1 3 64732
1 5 180136
1 7 83265
1 11 109312
1 16 255131
1 28 49216
1 31 137625
1 35 189451
1 36 247929
1 37 169743
1 38 69847
2 4 43200
2 5 105986
2 6 99240
2 7 52872
2 9 11684
2 11 78919
2 16 281234
2 22 172420
2 25 118973
2 26 147119
2 29 125977
2 31 64044
2 35 109344
2 38 36498
3 5 135229
3 7 76213
3 8 121009
3 13 196980
3 15 35398
3 16 304575
3 17 36844
3 18 269337
3 20 64035
3 22 134889
3 26 170460
3 30 195875
3 33 32447
3 34 178594
3 38 59839
3 39 89565
4 18 196894
4 21 93757
4 26 143268
4 27 105963
4 29 82777
4 37 172871
4 38 67388
5 18 254474
5 21 152408
5 23 29822
5 24 269940
5 25 60287
5 27 168749
5 29 145563
5 35 128930
5 37 170846
6 9 87556
6 14 200599
6 15 93085
6 17 159425
6 18 245370
6 21 138739
6 22 235099
6 23 163094
6 26 222991
6 27 198232
6 28 236311
6 30 211084
6 33 90134
6 37 223009
7 14 224486
7 22 149340
7 32 171455
7 35 106186
7 39 43144
8 13 254324
8 16 302950
8 26 170055
8 28 177277
8 30 204420
8 31 99156
8 38 61170
9 26 135435
9 27 110676
9 30 169129
9 31 52360
9 32 141333
9 33 2578
9 36 185048
10 11 103722
10 19 62779
10 21 87670
10 27 142007
10 34 180056
10 37 103549
11 17 139104
11 25 131111
12 17 192240
12 18 359839
12 19 130041
12 24 292201
12 25 234632
12 26 250064
12 31 177887
13 14 274056
13 18 347459
13 22 328945
13 25 202528
13 28 310928
13 29 200076
13 32 243518
13 33 165762
13 34 311909
13 39 222880
14 17 186451
14 19 229604
14 23 157437
14 24 357176
14 25 187902
14 26 62721
14 27 296364
14 32 68619
14 33 200734
14 34 117436
14 37 229946
14 39 257852
15 18 233939
15 22 166265
15 25 114634
15 27 111049
15 31 57889
15 32 146862
15 37 135826
16 17 341419
16 20 368610
16 28 304347
16 29 352770
16 30 387986
16 37 347263
16 38 244736
17 26 153440
17 27 177389
17 35 175431
18 23 224652
18 26 126144
18 27 302857
18 31 291296
18 38 253310
19 26 166883
19 34 120233
19 39 28248
20 24 197916
20 28 177983
20 30 186222
20 34 242629
20 36 175862
21 22 204877
21 25 165444
21 27 149661
21 34 190666
21 36 236231
21 39 98681
22 23 194143
22 24 268770
22 26 301327
22 31 203700
22 34 254677
22 36 260269
22 37 236976
22 39 106196
23 28 197167
23 29 115741
23 35 99108
23 36 144329
23 37 185950
24 25 213117
24 26 307265
24 29 157643
24 35 141010
24 39 218998
25 26 159733
25 28 193184
25 38 139075
26 31 187795
26 37 167225
26 39 195131
27 30 223956
27 31 148484
27 34 199461
28 38 119063
29 38 139193
30 31 213984
30 33 170642
30 34 127921
30 35 265810
30 38 143250
31 35 160546
31 38 70734
31 39 97504
33 35 106140
33 36 187626
33 37 132875
34 38 118755
35 37 124740
35 38 122560
37 39 132253
Case #313: 904
1 2 61318
1 3 92544
1 4 68029
1 5 141582
1 6 32253
1 7 121493
1 8 50140
1 9 41734
1 10 74248
1 11 57151
1 12 118142
1 13 85174
1 14 47788
1 15 121941
1 16 36031
1 17 46291
1 18 86843
1 19 88932
1 20 29533
1 23 5830
1 24 52715
1 25 68444
1 26 138624
1 27 64557
1 28 2938
1 29 143101
1 30 72342
1 32 47947
1 33 50524
1 34 37134
1 35 30610
1 36 7325
1 37 112575
1 38 559
1 39 96548
1 40 62976
1 41 110267
1 42 95789
1 43 75970
1 44 122524
1 45 51910
2 3 89356
2 4 50887
2 5 202900
2 6 29065
2 7 139968
2 9 73877
2 10 71060
2 11 53963
2 12 124273
2 13 68032
2 15 104799
2 16 32843
2 17 29149
2 18 95838
2 19 95063
2 20 89733
2 21 22011
2 22 141139
2 23 66030
2 24 53696
2 25 65256
2 27 47415
2 28 63138
2 29 139913
2 31 53377
2 33 47336
2 34 69277
2 35 44830
2 36 67525
2 37 109387
2 38 60759
2 39 93360
2 40 59788
2 41 118945
2 43 136170
2 44 87591
2 45 48722
3 4 101685
3 5 119962
3 6 60291
3 7 157378
3 8 86269
3 9 103875
3 10 102286
3 12 154271
3 13 118830
3 14 75826
3 15 154781
3 16 64069
3 17 79947
3 18 127064
3 19 125061
3 20 100056
3 21 111367
3 22 172365
3 23 97256
3 24 84922
3 25 96482
3 26 147407
3 27 61681
3 28 94364
3 30 108471
3 31 74268
3 32 75985
3 34 99275
3 35 95628
3 36 98751
3 37 104071
3 38 91985
3 39 4004
3 40 91014
3 42 123827
3 43 167396
3 44 133744
3 45 79948
4 5 209611
4 6 79952
4 7 143659
4 8 107158
4 9 95006
4 10 121947
4 11 104850
4 12 175160
4 13 17145
4 15 53912
4 16 83730
4 17 21738
4 18 146725
4 19 145950
4 20 97562
4 21 72898
4 22 192026
4 23 73859
4 24 104583
4 25 103316
4 26 128193
4 27 40004
4 28 70967
4 29 132178
4 30 129360
4 31 104264
4 32 95646
4 33 98223
4 34 99606
4 35 37419
4 36 75354
4 38 68588
4 39 97681
4 40 110675
4 41 117076
4 42 84866
4 43 143999
4 44 91320
4 45 99609
5 6 173835
5 7 263075
5 8 176241
5 9 183316
5 11 168609
5 12 223846
5 13 226756
5 14 189370
5 15 263523
5 17 187873
5 18 228425
5 19 194636
5 21 224911
5 22 250667
5 23 147412
5 24 178816
5 25 210026
5 26 267369
5 27 181643
5 28 144520
5 29 256445
5 30 198443
5 31 194230
5 32 189529
5 33 161982
5 34 178716
5 35 172192
5 36 148907
5 37 224033
5 38 142141
5 39 123966
5 40 204558
5 41 233591
5 42 237371
5 43 217552
5 44 253706
5 45 193492
6 7 134537
6 8 27206
6 9 44812
6 11 24898
6 12 95208
6 14 15535
6 15 94490
6 16 3778
6 17 58214
6 18 66773
6 19 65998
6 20 60668
6 21 51076
6 22 112074
6 23 36965
6 24 24631
6 25 36191
6 26 106371
6 27 76480
6 28 34073
6 29 110848
6 30 49408
6 31 24312
6 32 15694
6 33 18271
6 34 40212
6 35 62863
6 36 38460
6 37 80322
6 38 31694
6 39 64295
6 40 30723
6 41 89880
6 42 63536
6 43 107105
6 44 109995
6 45 19657
7 8 154967
7 10 145462
7 11 159435
7 12 189499
7 13 160804
7 14 119002
7 16 138315
7 17 121921
7 18 67764
7 19 170991
7 20 149908
7 21 117957
7 22 216320
7 23 115663
7 24 153445
7 26 62662
7 27 140187
7 28 118555
7 29 206071
7 30 177169
7 31 155910
7 32 119161
7 33 152808
7 34 141961
7 36 114168
7 37 214577
7 38 120934
7 40 134190
7 41 185897
7 42 158759
7 43 45523
7 44 180191
7 45 114880
8 9 17606
8 10 69201
8 11 37622
8 13 124303
8 15 121696
8 16 23428
8 17 85420
8 18 87203
8 19 38792
8 20 78555
8 21 78282
8 22 94823
8 23 44310
8 24 2575
8 25 63397
8 26 100723
8 27 72608
8 28 47202
8 29 138054
8 30 22202
8 31 51518
8 32 42900
8 33 44249
8 34 13006
8 35 80750
8 36 45805
8 37 71417
8 38 49581
8 39 90273
8 40 57929
8 42 90742
8 43 114450
8 44 135973
8 45 46863
9 10 86807
9 11 55228
9 12 85608
9 13 112151
9 14 60347
9 15 139302
9 16 41034
9 17 73268
9 18 69597
9 19 56398
9 20 70149
9 21 72950
9 22 112429
9 23 35904
9 24 20181
9 25 81003
9 27 55002
9 28 38796
9 29 155660
9 30 39808
9 31 69124
9 32 60506
9 33 61855
9 34 4600
9 35 72344
9 36 37399
9 37 89023
9 38 41175
9 39 107879
9 40 75535
9 41 133464
9 42 108348
9 43 106044
9 44 142467
9 45 64469
10 11 66893
10 12 107659
10 13 139092
10 14 26460
10 15 105415
10 16 45773
10 18 77698
10 19 78449
10 20 102663
10 21 93071
10 22 134480
10 23 78960
10 24 66626
10 25 47116
10 26 148366
10 28 76068
10 29 121773
10 31 66307
10 32 26619
10 34 82207
10 35 104858
10 36 80455
10 37 122035
10 38 73689
10 39 106290
10 40 41648
10 41 131875
10 43 132501
10 44 140225
10 45 30582
11 12 105624
11 13 121995
11 14 40433
11 16 28676
11 17 83112
11 18 91671
11 20 51409
11 21 75974
11 23 61863
11 24 40197
11 25 61089
11 26 124082
11 27 70744
11 28 58971
11 29 135746
11 30 59824
11 31 49210
11 32 40592
11 33 6627
11 34 50628
11 35 87761
11 36 63358
11 37 68678
11 38 56592
11 39 52651
11 40 55621
11 43 132003
11 44 98351
11 45 44555
12 13 192305
12 14 81199
12 15 160154
12 16 91430
12 17 153422
12 19 29210
12 20 146557
12 21 146284
12 22 26821
12 23 112312
12 24 70577
12 26 168725
12 27 140610
12 28 115204
12 29 176512
12 30 90204
12 31 119520
12 32 81358
12 33 112251
12 34 81008
12 35 148752
12 37 102280
12 38 117583
12 39 158275
12 40 66011
12 41 112111
12 42 129200
12 43 143976
12 44 194964
12 45 85321
13 15 36767
13 16 100875
13 17 38883
13 18 158716
13 21 90043
13 22 209171
13 23 91004
13 24 121728
13 25 120461
13 26 145338
13 27 57149
13 28 88112
13 29 115033
13 30 134343
13 31 121409
13 32 112791
13 34 116751
13 35 54564
13 36 92499
13 37 177419
13 38 85733
13 39 114826
13 40 127820
13 42 67721
13 43 161144
13 44 108465
13 45 111600
14 15 78955
14 17 73749
14 18 51238
14 19 51989
14 20 76203
14 21 66611
14 22 108020
14 23 52500
14 24 40166
14 25 20656
14 26 121906
14 27 92015
14 28 49608
14 29 95313
14 30 62157
14 31 39847
14 32 159
14 33 33806
14 34 55747
14 35 78398
14 36 53995
14 37 95575
14 38 47229
14 39 79830
14 40 15188
14 41 105415
14 42 48001
14 43 106041
14 44 113765
14 45 4122
15 16 98268
15 17 75650
15 18 121949
15 19 130944
15 20 151474
15 21 126810
15 22 186975
15 23 127771
15 24 119121
15 26 182105
15 27 93916
15 28 124879
15 29 78266
15 30 141112
15 31 118802
15 32 79114
15 33 112761
15 34 134702
15 35 91331
15 36 129266
15 37 174530
15 38 122500
15 39 151593
15 40 94143
15 41 170988
15 42 30954
15 43 184996
15 44 96718
15 45 74833
16 17 61992
16 18 70551
16 19 62220
16 20 64446
16 21 54854
16 22 115852
16 23 40743
16 24 20853
16 26 110149
16 27 80258
16 28 37851
16 29 114626
16 30 45630
16 31 28090
16 32 19472
16 33 22049
16 34 36434
16 36 42238
16 37 84100
16 39 68073
16 40 34501
16 41 93658
16 42 67314
16 43 110883
16 44 113773
16 45 23435
17 18 124987
17 19 124212
17 20 75824
17 21 51160
17 22 170288
17 23 52121
17 24 82845
17 25 94405
17 26 106455
17 27 18266
17 28 49229
17 29 153916
17 30 107622
17 31 82526
17 32 73908
17 34 77868
17 35 15681
17 36 53616
17 37 138536
17 38 46850
17 39 75943
17 40 88937
17 42 106604
17 44 105731
17 45 77871
18 19 103227
18 20 115258
18 21 117849
18 22 159258
18 23 81013
18 25 71894
18 26 130426
18 27 124599
18 28 83905
18 29 138307
18 30 109405
18 31 91085
18 32 51397
18 33 85044
18 34 74197
18 35 117453
18 36 82508
18 38 86284
18 39 131068
18 40 66426
18 41 156653
18 42 90995
18 43 113287
18 44 156759
18 45 47116
19 20 117347
19 21 117074
19 22 56031
19 23 83102
19 24 41367
19 25 72645
19 26 139515
19 27 111400
19 28 85994
19 29 147302
19 30 60994
19 31 90310
19 32 52148
19 33 83041
19 34 51798
19 35 119542
19 36 84597
19 37 73070
19 39 129065
19 41 141321
19 42 99990
19 43 127654
19 44 165754
19 45 56111
20 21 111744
20 22 172742
20 23 34245
20 24 81130
20 25 96859
20 26 167039
20 27 94090
20 28 31353
20 29 171516
20 30 100757
20 31 84980
20 32 76362
20 33 58036
20 35 60143
20 37 120087
20 38 28974
20 39 104060
20 40 91391
20 41 129645
20 42 124204
20 44 149760
20 45 80325
21 22 163150
21 23 88041
21 24 75707
21 25 87267
21 26 55295
21 27 69426
21 28 85149
21 29 161924
21 30 100484
21 31 37953
21 32 66770
21 33 69347
21 34 77550
21 35 66841
21 36 89536
21 37 131398
21 38 82770
21 39 108217
21 40 81799
21 41 140956
21 42 114612
21 44 109602
21 45 70733
22 23 139133
22 24 97398
22 25 128676
22 26 195546
22 27 167431
22 28 142025
22 29 203333
22 31 136386
22 32 108179
22 33 130345
22 34 107829
22 35 164947
22 36 140628
22 37 129101
22 38 143768
22 39 176369
22 40 92832
22 42 156021
22 43 170797
22 44 221785
22 45 112142
23 24 46885
23 25 69262
23 26 143336
23 27 70387
23 28 2892
23 29 147813
23 30 66512
23 31 61277
23 32 52659
23 33 55236
23 34 31304
23 35 36440
23 36 1495
23 37 115727
23 38 5271
23 40 67688
23 41 116097
23 43 70140
23 44 128354
23 45 56622
24 25 60822
24 26 98148
24 27 75183
24 28 49777
24 29 135479
24 31 48943
24 32 40325
24 33 42902
24 34 15581
24 35 83325
24 36 48380
24 37 73992
24 38 52156
24 39 88926
24 40 55354
24 41 114511
24 42 88167
24 43 117025
24 44 134626
24 45 44288
25 26 142562
25 27 112671
25 28 66370
25 29 115969
25 30 82813
25 31 60503
25 32 20815
25 33 54462
25 34 76403
25 35 99054
25 36 70757
25 37 116231
25 38 67885
25 39 100486
25 40 35844
25 41 126071
25 42 68657
25 43 126697
25 44 134421
25 45 24778
26 27 124721
26 28 140444
26 29 217219
26 30 122925
26 31 93248
26 32 122065
26 34 113729
26 35 122136
26 36 144831
26 37 172140
26 38 138065
26 40 137094
